Time: 18/13:38:15 Arduino 0: 
Time: 18/13:38:15 Arduino 0: 0: 262.97,1: 244.34,2: 232.73,3: 224.65,4: 216.91,5: 211.64,6: 207.77
Time: 18/13:38:20 Arduino 0: 0: 280.90,1: 272.81,2: 264.38,3: 255.94,4: 248.55,5: 241.52,6: 233.44
Time: 18/13:38:20 Arduino 0: 0: 287.58,1: 278.09,2: 268.59,3: 260.86,4: 252.07,5: 243.98,6: 237.30
Time: 18/13:38:20 Arduino 0: 0: 293.55,1: 283.36,2: 273.87,3: 264.38,4: 256.64,5: 247.50,6: 239.41
Time: 18/13:38:20 Arduino 0: 0: 298.13,1: 288.63,2: 278.79,3: 270.00,4: 259.45,5: 251.37,6: 242.93
Time: 18/13:38:20 Arduino 0: 0: 303.75,1: 294.96,2: 284.06,3: 274.22,4: 265.08,5: 254.88,6: 246.09
Time: 18/13:38:20 Arduino 0: 0: 308.67,1: 299.53,2: 289.34,3: 279.49,4: 268.59,5: 259.10,6: 249.26
Time: 18/13:38:21 Arduino 0: 0: 314.65,1: 305.16,2: 293.55,3: 284.77,4: 273.52,5: 261.91,6: 253.48
Time: 18/13:38:21 Arduino 0: 0: 319.57,1: 310.43,2: 300.23,3: 288.98,4: 277.73,5: 267.19,6: 255.94
Time: 18/13:38:21 Arduino 0: 0: 325.90,1: 316.05,2: 304.45,3: 294.26,4: 282.30,5: 270.70,6: 260.86
Time: 18/13:38:21 Arduino 0: 0: 330.82,1: 322.03,2: 310.43,3: 298.83,4: 287.23,5: 275.27,6: 263.67
Time: 18/13:38:21 Arduino 0: 0: 332.58,1: 322.73,2: 312.89,3: 303.05,4: 290.04,5: 279.14,6: 267.54
Time: 18/13:38:21 Arduino 0: 0: 331.88,1: 323.79,2: 314.65,3: 304.45,4: 293.55,5: 281.25,6: 270.70
Time: 18/13:38:21 Arduino 0: 0: 331.88,1: 323.44,2: 315.70,3: 306.21,4: 294.61,5: 284.06,6: 272.11
Time: 18/13:38:21 Arduino 0: 0: 332.23,1: 324.49,2: 315.35,3: 307.27,4: 296.72,5: 284.41,6: 274.57
Time: 18/13:38:21 Arduino 0: 0: 331.88,1: 321.68,2: 314.65,3: 306.21,4: 296.02,5: 285.82,6: 273.87
Time: 18/13:38:21 Arduino 0: 0: 310.43,1: 307.27,2: 303.40,3: 298.83,4: 291.45,5: 282.30,6: 273.52
Time: 18/13:38:21 Arduino 0: 0: 285.12,1: 286.52,2: 287.23,3: 284.41,4: 281.95,5: 274.92,6: 266.84
Time: 18/13:38:21 Arduino 0: 0: 264.73,1: 267.89,2: 268.95,3: 269.65,4: 267.19,5: 264.38,6: 259.80
Time: 18/13:38:21 Arduino 0: 0: 263.67,1: 261.91,2: 259.80,3: 258.40,4: 257.70,5: 254.53,6: 251.37
Time: 18/13:38:21 Arduino 0: 0: 262.27,1: 259.10,2: 255.94,3: 253.48,4: 249.96,5: 248.20,6: 245.39
Time: 18/13:38:22 Arduino 0: 0: 262.97,1: 258.75,2: 253.48,3: 250.31,4: 247.15,5: 242.93,6: 241.17
Time: 18/13:38:22 Arduino 0: 0: 263.32,1: 257.70,2: 253.48,3: 248.91,4: 244.34,5: 241.52,6: 236.95
Time: 18/13:38:22 Arduino 0: 0: 263.32,1: 258.40,2: 252.07,3: 248.20,4: 243.98,5: 239.06,6: 235.90
Time: 18/13:38:22 Arduino 0: 0: 262.62,1: 258.05,2: 252.77,3: 247.50,4: 243.28,5: 238.71,6: 233.44
Time: 18/13:38:22 Arduino 0: 0: 264.02,1: 258.40,2: 252.42,3: 248.20,4: 242.58,5: 237.66,6: 233.79
Time: 18/13:38:22 Arduino 0: 0: 262.97,1: 258.05,2: 252.77,3: 247.15,4: 242.93,5: 237.66,6: 232.73
Time: 18/13:38:22 Arduino 0: 0: 262.62,1: 258.05,2: 252.77,3: 247.85,4: 241.52,5: 237.66,6: 232.73
Time: 18/13:38:22 Arduino 0: 0: 263.32,1: 258.75,2: 252.77,3: 247.50,4: 242.58,5: 236.60,6: 232.38
Time: 18/13:38:22 Arduino 0: 0: 262.97,1: 258.05,2: 253.13,3: 247.85,4: 241.88,5: 237.30,6: 232.03
Time: 18/13:38:22 Arduino 0: 0: 263.67,1: 258.05,2: 252.07,3: 247.15,4: 242.23,5: 236.25,6: 232.38
Time: 18/13:38:22 Arduino 0: 0: 262.97,1: 257.70,2: 252.77,3: 247.15,4: 241.88,5: 236.95,6: 230.98
Time: 18/13:38:22 Arduino 0: 0: 263.67,1: 258.05,2: 251.72,3: 247.50,4: 241.88,5: 235.90,6: 231.68
Time: 18/13:38:22 Arduino 0: 0: 263.32,1: 257.70,2: 252.42,3: 246.45,4: 241.88,5: 236.60,6: 230.63
Time: 18/13:38:23 Arduino 0: 0: 264.02,1: 257.70,2: 251.72,3: 247.15,4: 241.17,5: 236.25,6: 231.33
Time: 18/13:38:23 Arduino 0: 0: 263.32,1: 258.40,2: 252.42,3: 246.80,4: 241.88,5: 235.90,6: 230.63
Time: 18/13:38:23 Arduino 0: 0: 262.97,1: 257.70,2: 252.07,3: 247.15,4: 240.82,5: 236.60,6: 230.98
Time: 18/13:38:23 Arduino 0: 0: 262.97,1: 258.05,2: 252.07,3: 247.15,4: 241.88,5: 235.55,6: 230.98
Time: 18/13:38:23 Arduino 0: 0: 262.62,1: 257.70,2: 252.77,3: 247.15,4: 241.17,5: 236.25,6: 229.92
Time: 18/13:38:23 Arduino 0: 0: 262.97,1: 258.05,2: 251.72,3: 247.15,4: 241.52,5: 235.20,6: 230.98
Time: 18/13:38:23 Arduino 0: 0: 262.97,1: 257.70,2: 252.42,3: 246.45,4: 241.17,5: 235.90,6: 229.92
Time: 18/13:38:23 Arduino 0: 0: 262.97,1: 258.05,2: 251.72,3: 247.15,4: 241.17,5: 235.55,6: 230.63
Time: 18/13:38:23 Arduino 0: 0: 263.67,1: 257.70,2: 252.42,3: 246.09,4: 241.52,5: 235.90,6: 229.92
Time: 18/13:38:23 Arduino 0: 0: 262.97,1: 258.05,2: 251.72,3: 247.15,4: 240.82,5: 235.90,6: 230.27
Time: 18/13:38:23 Arduino 0: 0: 262.97,1: 257.70,2: 252.07,3: 246.45,4: 241.52,5: 235.20,6: 230.27
Time: 18/13:38:23 Arduino 0: 0: 262.97,1: 257.34,2: 252.42,3: 246.80,4: 240.82,5: 235.90,6: 229.92
Time: 18/13:38:23 Arduino 0: 0: 264.73,1: 258.75,2: 252.42,3: 247.15,4: 241.88,5: 235.20,6: 230.63
Time: 18/13:38:23 Arduino 0: 0: 269.65,1: 262.27,2: 255.94,3: 248.91,4: 242.58,5: 236.95,6: 229.92
Time: 18/13:38:24 Arduino 0: 0: 276.68,1: 267.89,2: 259.10,3: 252.77,4: 245.39,5: 238.36,6: 232.73
Time: 18/13:38:24 Arduino 0: 0: 281.60,1: 273.52,2: 264.73,3: 255.94,4: 249.26,5: 241.88,6: 233.79
Time: 18/13:38:24 Arduino 0: 0: 286.88,1: 278.79,2: 268.95,3: 261.21,4: 252.07,5: 244.69,6: 237.66
Time: 18/13:38:24 Arduino 0: 0: 292.50,1: 283.71,2: 274.22,3: 265.08,4: 256.99,5: 247.85,6: 240.12
Time: 18/13:38:24 Arduino 0: 0: 298.83,1: 288.98,2: 279.84,3: 270.35,4: 260.16,5: 252.07,6: 243.28
Time: 18/13:38:24 Arduino 0: 0: 303.75,1: 294.96,2: 284.06,3: 275.27,4: 265.43,5: 254.88,6: 246.80
Time: 18/13:38:24 Arduino 0: 0: 309.38,1: 300.23,2: 289.69,3: 279.84,4: 268.95,5: 259.45,6: 249.26
Time: 18/13:38:24 Arduino 0: 0: 316.41,1: 305.86,2: 294.26,3: 284.77,4: 273.87,5: 262.62,6: 253.83
Time: 18/13:38:24 Arduino 0: 0: 320.63,1: 311.13,2: 300.59,3: 288.98,4: 278.44,5: 267.54,6: 256.29
Time: 18/13:38:24 Arduino 0: 0: 325.55,1: 316.41,2: 304.80,3: 294.96,4: 282.66,5: 271.41,6: 260.86
Time: 18/13:38:24 Arduino 0: 0: 331.17,1: 322.38,2: 310.78,3: 299.18,4: 287.93,5: 275.63,6: 264.38
Time: 18/13:38:24 Arduino 0: 0: 332.23,1: 322.73,2: 313.95,3: 303.40,4: 290.39,5: 279.49,6: 267.89
Time: 18/13:38:24 Arduino 0: 0: 331.52,1: 324.14,2: 315.00,3: 304.80,4: 293.91,5: 281.25,6: 270.70
Time: 18/13:38:24 Arduino 0: 0: 331.88,1: 323.79,2: 315.70,3: 306.56,4: 294.96,5: 284.06,6: 272.46
Time: 18/13:38:25 Arduino 0: 0: 333.63,1: 324.49,2: 315.35,3: 307.62,4: 297.07,5: 284.77,6: 274.92
Time: 18/13:38:25 Arduino 0: 0: 330.47,1: 320.98,2: 313.95,3: 305.51,4: 296.37,5: 285.82,6: 273.87
Time: 18/13:38:25 Arduino 0: 0: 306.91,1: 305.16,2: 301.99,3: 297.77,4: 290.74,5: 282.30,6: 273.16
Time: 18/13:38:25 Arduino 0: 0: 282.66,1: 284.77,2: 285.12,3: 283.01,4: 280.20,5: 274.22,6: 266.48
Time: 18/13:38:25 Arduino 0: 0: 264.38,1: 266.84,2: 267.89,3: 268.59,4: 265.78,5: 263.32,6: 259.10
Time: 18/13:38:25 Arduino 0: 0: 262.97,1: 261.56,2: 259.45,3: 257.70,4: 256.64,5: 253.83,6: 251.02
Time: 18/13:38:25 Arduino 0: 0: 262.27,1: 259.10,2: 255.59,3: 253.13,4: 249.61,5: 247.85,6: 244.69
Time: 18/13:38:25 Arduino 0: 0: 263.32,1: 258.75,2: 253.48,3: 249.96,4: 246.80,5: 242.58,6: 240.82
Time: 18/13:38:25 Arduino 0: 0: 262.62,1: 258.40,2: 253.48,3: 248.91,4: 244.69,5: 241.17,6: 236.60
Time: 18/13:38:25 Arduino 0: 0: 262.97,1: 258.40,2: 252.42,3: 248.55,4: 243.98,5: 239.06,6: 235.90
Time: 18/13:38:25 Arduino 0: 0: 262.62,1: 258.05,2: 253.13,3: 247.50,4: 243.28,5: 238.71,6: 233.79
Time: 18/13:38:25 Arduino 0: 0: 263.67,1: 258.05,2: 252.42,3: 248.20,4: 242.58,5: 238.01,6: 234.14
Time: 18/13:38:25 Arduino 0: 0: 263.67,1: 258.75,2: 253.13,3: 247.15,4: 242.93,5: 237.66,6: 232.73
Time: 18/13:38:26 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 248.20,4: 241.88,5: 237.66,6: 232.73
Time: 18/13:38:26 Arduino 0: 0: 262.97,1: 258.40,2: 252.77,3: 247.50,4: 242.93,5: 236.60,6: 232.73
Time: 18/13:38:26 Arduino 0: 0: 263.32,1: 257.70,2: 253.13,3: 247.85,4: 241.52,5: 237.30,6: 232.03
Time: 18/13:38:26 Arduino 0: 0: 263.67,1: 258.75,2: 252.42,3: 247.85,4: 242.58,5: 236.25,6: 232.03
Time: 18/13:38:26 Arduino 0: 0: 263.32,1: 258.05,2: 253.13,3: 247.50,4: 242.23,5: 236.95,6: 230.98
Time: 18/13:38:26 Arduino 0: 0: 263.67,1: 258.40,2: 252.42,3: 247.85,4: 242.23,5: 236.60,6: 232.03
Time: 18/13:38:26 Arduino 0: 0: 263.67,1: 258.75,2: 253.13,3: 247.15,4: 242.58,5: 236.95,6: 230.98
Time: 18/13:38:26 Arduino 0: 0: 262.97,1: 258.75,2: 252.42,3: 247.85,4: 241.52,5: 236.95,6: 231.68
Time: 18/13:38:26 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 247.15,4: 242.58,5: 235.90,6: 231.33
Time: 18/13:38:26 Arduino 0: 0: 262.62,1: 257.70,2: 252.77,3: 247.50,4: 241.17,5: 236.60,6: 230.98
Time: 18/13:38:26 Arduino 0: 0: 263.32,1: 258.05,2: 251.72,3: 247.15,4: 241.88,5: 235.55,6: 231.33
Time: 18/13:38:26 Arduino 0: 0: 262.62,1: 257.70,2: 252.77,3: 247.15,4: 241.17,5: 236.25,6: 229.92
Time: 18/13:38:26 Arduino 0: 0: 263.67,1: 258.75,2: 252.07,3: 247.50,4: 241.88,5: 235.55,6: 231.33
Time: 18/13:38:26 Arduino 0: 0: 262.97,1: 258.05,2: 252.77,3: 246.45,4: 241.52,5: 236.25,6: 229.92
Time: 18/13:38:27 Arduino 0: 0: 264.38,1: 258.40,2: 252.07,3: 247.15,4: 241.52,5: 235.90,6: 230.98
Time: 18/13:38:27 Arduino 0: 0: 262.62,1: 258.40,2: 252.77,3: 246.45,4: 241.88,5: 235.90,6: 230.27
Time: 18/13:38:27 Arduino 0: 0: 263.32,1: 257.34,2: 252.77,3: 247.15,4: 240.82,5: 235.90,6: 230.63
Time: 18/13:38:27 Arduino 0: 0: 262.97,1: 257.70,2: 252.07,3: 246.45,4: 241.52,5: 234.84,6: 230.27
Time: 18/13:38:27 Arduino 0: 0: 262.62,1: 258.05,2: 252.77,3: 247.15,4: 240.82,5: 235.90,6: 229.57
Time: 18/13:38:27 Arduino 0: 0: 265.43,1: 259.45,2: 252.42,3: 247.85,4: 242.23,5: 235.55,6: 230.98
Time: 18/13:38:27 Arduino 0: 0: 270.00,1: 263.32,2: 256.64,3: 249.61,4: 243.63,5: 237.30,6: 230.27
Time: 18/13:38:27 Arduino 0: 0: 275.98,1: 269.30,2: 260.16,3: 253.83,4: 246.09,5: 239.41,6: 233.09
Time: 18/13:38:27 Arduino 0: 0: 281.95,1: 274.57,2: 265.78,3: 256.99,4: 249.96,5: 242.23,6: 234.49
Time: 18/13:38:27 Arduino 0: 0: 287.58,1: 279.49,2: 270.00,3: 261.91,4: 252.77,5: 245.04,6: 238.01
Time: 18/13:38:27 Arduino 0: 0: 293.55,1: 284.41,2: 274.92,3: 265.78,4: 257.34,5: 248.20,6: 240.82
Time: 18/13:38:27 Arduino 0: 0: 299.53,1: 289.34,2: 279.84,3: 270.70,4: 260.51,5: 252.42,6: 243.28
Time: 18/13:38:27 Arduino 0: 0: 305.51,1: 295.66,2: 284.41,3: 275.98,4: 265.78,5: 254.88,6: 247.15
Time: 18/13:38:28 Arduino 0: 0: 310.78,1: 300.94,2: 290.74,3: 280.20,4: 270.00,5: 259.80,6: 249.26
Time: 18/13:38:28 Arduino 0: 0: 316.76,1: 306.21,2: 294.96,3: 285.47,4: 274.57,5: 263.67,6: 254.53
Time: 18/13:38:28 Arduino 0: 0: 321.33,1: 312.19,2: 300.94,3: 289.34,4: 279.14,5: 268.24,6: 256.99
Time: 18/13:38:28 Arduino 0: 0: 326.60,1: 316.76,2: 306.21,3: 295.66,4: 283.01,5: 272.11,6: 261.56
Time: 18/13:38:28 Arduino 0: 0: 331.88,1: 321.68,2: 311.13,3: 299.88,4: 288.28,5: 275.98,6: 265.08
Time: 18/13:38:28 Arduino 0: 0: 332.23,1: 323.09,2: 313.59,3: 303.75,4: 291.09,5: 279.84,6: 268.24
Time: 18/13:38:28 Arduino 0: 0: 332.93,1: 324.14,2: 314.65,3: 305.51,4: 294.26,5: 281.25,6: 271.05
Time: 18/13:38:28 Arduino 0: 0: 331.88,1: 324.14,2: 315.70,3: 306.56,4: 295.66,5: 284.41,6: 272.11
Time: 18/13:38:28 Arduino 0: 0: 332.93,1: 324.49,2: 315.70,3: 307.62,4: 297.07,5: 285.12,6: 275.27
Time: 18/13:38:28 Arduino 0: 0: 326.95,1: 320.27,2: 313.24,3: 304.45,4: 296.02,5: 285.82,6: 273.87
Time: 18/13:38:28 Arduino 0: 0: 306.56,1: 303.40,2: 300.59,3: 297.07,4: 290.04,5: 281.60,6: 272.81
Time: 18/13:38:28 Arduino 0: 0: 281.25,1: 282.30,2: 283.01,3: 281.60,4: 278.79,5: 273.16,6: 266.13
Time: 18/13:38:28 Arduino 0: 0: 264.38,1: 265.78,2: 266.84,3: 267.54,4: 265.08,5: 262.62,6: 258.40
Time: 18/13:38:28 Arduino 0: 0: 262.62,1: 261.21,2: 258.75,3: 256.99,4: 256.29,5: 253.48,6: 250.31
Time: 18/13:38:29 Arduino 0: 0: 262.97,1: 259.10,2: 255.59,3: 252.77,4: 249.26,5: 247.15,6: 243.98
Time: 18/13:38:29 Arduino 0: 0: 262.62,1: 258.75,2: 253.48,3: 249.96,4: 246.80,5: 242.58,6: 240.47
Time: 18/13:38:29 Arduino 0: 0: 262.62,1: 258.05,2: 253.48,3: 248.91,4: 244.34,5: 240.82,6: 236.60
Time: 18/13:38:29 Arduino 0: 0: 262.97,1: 258.40,2: 252.42,3: 248.20,4: 243.63,5: 238.71,6: 235.90
Time: 18/13:38:29 Arduino 0: 0: 264.02,1: 258.40,2: 253.13,3: 247.50,4: 243.63,5: 239.06,6: 233.79
Time: 18/13:38:29 Arduino 0: 0: 262.97,1: 257.70,2: 252.42,3: 248.20,4: 241.88,5: 238.01,6: 233.79
Time: 18/13:38:29 Arduino 0: 0: 262.97,1: 258.40,2: 253.13,3: 247.15,4: 242.93,5: 237.66,6: 232.73
Time: 18/13:38:29 Arduino 0: 0: 262.97,1: 258.05,2: 252.77,3: 247.85,4: 241.88,5: 237.66,6: 232.73
Time: 18/13:38:29 Arduino 0: 0: 262.97,1: 258.05,2: 252.42,3: 247.50,4: 242.58,5: 236.60,6: 232.73
Time: 18/13:38:29 Arduino 0: 0: 262.62,1: 257.34,2: 252.77,3: 247.50,4: 241.88,5: 237.30,6: 231.33
Time: 18/13:38:29 Arduino 0: 0: 262.62,1: 258.05,2: 251.72,3: 247.50,4: 242.23,5: 236.25,6: 232.03
Time: 18/13:38:29 Arduino 0: 0: 263.67,1: 258.05,2: 252.77,3: 246.80,4: 241.88,5: 236.60,6: 230.63
Time: 18/13:38:29 Arduino 0: 0: 262.97,1: 258.05,2: 252.07,3: 247.50,4: 241.88,5: 236.25,6: 232.03
Time: 18/13:38:30 Arduino 0: 0: 262.62,1: 258.05,2: 252.42,3: 246.45,4: 241.88,5: 236.60,6: 230.63
Time: 18/13:38:30 Arduino 0: 0: 262.62,1: 258.05,2: 252.07,3: 247.15,4: 240.82,5: 236.25,6: 230.98
Time: 18/13:38:30 Arduino 0: 0: 262.97,1: 258.05,2: 252.42,3: 246.80,4: 241.88,5: 235.20,6: 230.98
Time: 18/13:38:30 Arduino 0: 0: 262.62,1: 256.99,2: 252.42,3: 247.15,4: 240.82,5: 236.25,6: 230.63
Time: 18/13:38:30 Arduino 0: 0: 262.97,1: 258.05,2: 251.37,3: 246.80,4: 241.52,5: 235.20,6: 230.98
Time: 18/13:38:30 Arduino 0: 0: 262.62,1: 257.34,2: 252.42,3: 246.45,4: 241.52,5: 235.90,6: 229.57
Time: 18/13:38:30 Arduino 0: 0: 262.97,1: 258.05,2: 251.37,3: 247.15,4: 241.52,5: 235.20,6: 230.63
Time: 18/13:38:30 Arduino 0: 0: 263.32,1: 258.40,2: 252.77,3: 246.09,4: 241.52,5: 235.90,6: 229.92
Time: 18/13:38:30 Arduino 0: 0: 262.97,1: 257.70,2: 252.42,3: 247.15,4: 240.82,5: 235.90,6: 230.63
Time: 18/13:38:30 Arduino 0: 0: 262.97,1: 258.05,2: 252.07,3: 246.45,4: 241.52,5: 235.20,6: 230.63
Time: 18/13:38:30 Arduino 0: 0: 263.32,1: 257.34,2: 252.07,3: 247.15,4: 240.47,5: 235.90,6: 230.27
